id,year,engine_size,fuel_efficiency,horsepower,price
1523,2013,1.0,17.4,67,10845
1524,2013,1.0,19.2,63,10686
1525,2015,1.2,19.7,90,13481
1526,2020,1.6,17.2,133,19773
1527,2018,2.3,18.3,153,22223
1528,2022,2.4,18.4,168,28165
1529,2021,1.4,17.5,95,22725
1530,2016,1.7,19.5,122,18140
1531,2013,1.5,19.3,130,16920
1532,2013,1.3,11.9,94,13199
1533,2015,1.5,12.0,118,14000
1534,2020,1.4,18.6,121,18353
1535,2017,2.3,11.6,155,25370
1536,2017,1.9,14.7,125,19805
1537,2019,1.2,18.5,75,17720
1538,2018,2.5,11.3,199,26612
1539,2014,1.6,14.9,109,17341
1540,2017,1.2,15.1,83,14873
1541,2017,1.5,18.7,101,19448
1542,2013,2.1,14.0,139,15501
1543,2012,1.3,14.9,83,10528
1544,2023,1.8,17.8,125,26755
1545,2012,1.5,18.9,114,12918
1546,2018,1.8,13.2,127,20672
1547,2016,1.6,19.7,104,15097
1548,2016,2.2,17.3,160,21265
1549,2014,1.2,17.0,86,12174
1550,2018,2.1,16.7,159,22747
1551,2015,1.8,15.7,131,18889
1552,2022,1.8,12.4,119,26518
1553,2019,1.5,17.8,97,19126
1554,2020,1.5,20.1,100,17120
1555,2018,1.8,15.0,119,21339
1556,2021,1.1,19.4,68,18812
1557,2021,1.6,19.0,133,21669
1558,2018,1.8,13.3,136,19130
1559,2013,2.1,14.1,159,20172
1560,2021,2.2,14.4,175,27350
1561,2014,1.1,22.0,69,8936
1562,2017,1.5,16.3,98,16504
1563,2021,1.3,12.4,109,20512
1564,2023,2.1,13.2,136,26679
1565,2022,1.1,15.3,61,19334
1566,2023,1.9,14.4,109,26892
1567,2022,1.3,13.8,92,19937
1568,2023,1.7,16.0,123,23905
1569,2022,1.2,15.1,67,15421
1570,2015,1.4,19.7,104,16065
1571,2023,1.7,19.0,115,22480
1572,2018,2.4,12.8,201,26357
1573,2022,1.8,12.9,134,24358
1574,2014,2.5,11.6,165,21799
1575,2023,1.3,19.0,83,22142
1576,2023,1.6,18.1,139,26930
1577,2012,2.3,14.0,142,17064
1578,2018,2.0,15.7,156,22685
1579,2019,1.0,14.2,59,19835
1580,2016,2.2,12.1,168,20100
1581,2018,1.3,13.7,101,17500
1582,2013,1.7,19.6,146,16642
1583,2016,2.2,17.0,144,21653
1584,2021,2.4,14.7,188,28656
1585,2019,1.9,17.4,151,22681
1586,2019,1.0,18.3,76,16232
1587,2016,1.7,19.6,98,15587
1588,2015,1.7,12.5,107,16296
1589,2015,1.7,16.0,115,16542
1590,2015,2.3,10.9,165,24486
1591,2018,2.4,11.3,196,27889
1592,2022,1.3,20.9,105,21303
1593,2018,1.5,15.5,98,19484
1594,2018,1.4,16.5,104,17360
1595,2015,1.8,13.1,132,17328
1596,2020,1.5,17.2,110,21110
1597,2015,1.5,12.4,85,15175
1598,2012,1.3,16.5,95,10599
1599,2012,2.0,14.6,172,17423
1600,2015,1.7,12.4,113,17026
1601,2019,1.6,11.4,110,21827
1602,2013,1.1,11.7,96,13776
1603,2017,1.5,18.9,113,18739
1604,2021,2.3,19.8,164,26542
1605,2021,2.3,18.5,144,27560
1606,2016,2.5,10.6,162,25732
1607,2022,2.0,18.3,132,23587
1608,2018,1.9,20.0,136,20237
1609,2022,1.6,14.1,131,25567
1610,2021,2.1,13.7,142,24465
1611,2022,1.8,18.0,153,24843
1612,2023,1.6,16.7,124,23345
1613,2020,1.6,10.7,132,23132
1614,2018,1.8,12.8,135,20124
1615,2016,1.8,19.1,115,15999
1616,2020,1.5,11.3,127,21319
1617,2013,2.5,17.1,206,20932
1618,2012,2.4,19.5,176,19448
1619,2013,1.1,19.8,83,10167
1620,2012,2.5,18.8,154,21436
1621,2013,1.9,18.8,132,16930
1622,2020,1.9,17.3,169,22422
1623,2016,1.2,19.0,106,16434
1624,2018,2.2,14.2,142,22941
1625,2017,1.2,15.1,89,17617
1626,2017,2.1,14.4,142,21044
1627,2019,2.5,15.8,190,25244
1628,2015,2.3,16.7,167,20891
1629,2012,2.1,16.5,135,13907
1630,2019,2.2,12.5,147,25819
1631,2012,1.3,18.9,101,12923
1632,2014,2.5,15.2,178,21590
1633,2012,1.8,11.2,121,13713
1634,2019,1.7,18.8,100,18505
1635,2014,1.2,19.4,82,11918
1636,2019,1.1,12.4,97,18614
1637,2019,1.0,20.1,71,17715
1638,2017,1.5,17.3,112,16978
1639,2018,2.1,16.6,154,23183
1640,2015,1.1,20.9,65,13732
1641,2019,1.6,18.4,102,18112
1642,2017,1.6,15.6,139,19893
1643,2021,1.4,12.2,135,23455
1644,2022,1.7,19.4,142,21308
1645,2016,2.1,14.2,149,19380
1646,2014,1.6,19.9,119,15656
1647,2014,1.2,20.9,102,11956
1648,2019,1.8,11.7,141,24275
1649,2014,2.4,10.8,197,23157
1650,2013,1.8,18.6,105,15300
1651,2019,2.2,10.4,149,22679
1652,2012,1.5,19.6,100,11571
1653,2016,1.9,17.3,125,18446
1654,2013,1.7,18.8,107,14318
1655,2019,1.8,11.8,154,25065
1656,2019,1.2,14.1,73,19607
1657,2012,1.5,16.8,106,11897
1658,2015,2.0,13.4,166,21119
1659,2020,2.1,16.5,165,27828
1660,2018,1.4,20.5,91,17533
1661,2023,1.5,17.1,102,22488
1662,2020,1.0,21.4,74,18124
1663,2013,2.2,16.0,168,18204
1664,2013,2.3,19.6,191,21933
1665,2014,1.4,16.7,88,16001
1666,2022,1.3,17.2,112,23085
1667,2022,1.6,12.0,103,21552
1668,2018,1.8,16.7,151,18449
1669,2013,1.1,18.4,81,11260
1670,2022,2.2,11.5,143,29003
1671,2018,1.3,15.5,91,15069
1672,2022,1.8,15.3,137,24597
1673,2018,1.9,18.6,152,22270
1674,2023,1.0,17.9,58,18085
1675,2020,1.5,12.4,98,22143
1676,2015,1.1,15.9,69,12341
1677,2016,2.0,12.4,151,22362
1678,2021,1.8,17.3,128,24535
1679,2013,1.6,18.1,121,14331
1680,2012,1.9,20.3,124,14864
1681,2014,1.8,16.4,109,15719
1682,2015,2.4,16.4,142,23444
1683,2022,1.4,17.6,94,18336
1684,2017,1.7,16.4,125,16433
1685,2017,1.6,15.9,105,17469
1686,2019,2.1,20.9,160,23473
1687,2016,1.2,21.3,96,13615
1688,2017,1.1,17.7,71,13778
1689,2021,1.0,14.3,75,19526
1690,2018,2.1,19.8,160,21835
1691,2012,1.4,19.8,106,11225
1692,2018,1.4,14.7,101,16771
1693,2021,1.4,15.9,103,21859
1694,2017,2.3,13.3,182,22867
1695,2016,2.3,19.1,170,21281
1696,2014,2.1,12.9,142,19054
1697,2022,1.3,18.1,115,23594
1698,2013,1.2,12.3,80,11065
1699,2014,1.7,12.8,119,16354
1700,2019,1.1,16.5,84,14856
1701,2021,2.4,10.4,191,29403
1702,2016,2.4,17.0,207,26126
1703,2013,1.3,21.5,105,12772
1704,2019,2.4,10.0,154,24749
1705,2012,1.3,18.9,104,11300
1706,2020,1.2,12.7,68,18624
1707,2015,2.0,17.9,135,19215
1708,2023,1.4,13.5,103,22074
1709,2022,2.1,14.5,154,24675
1710,2016,1.9,12.3,121,17878
1711,2018,1.4,15.2,102,16778
1712,2016,1.9,12.2,132,21133
1713,2022,2.0,17.5,136,24221
1714,2017,1.2,18.8,91,15887
1715,2015,1.1,21.4,67,12706
1716,2017,1.9,13.1,102,18499
1717,2015,1.6,14.6,92,13146
1718,2014,1.3,21.9,94,8922
1719,2012,1.9,12.9,134,16183
1720,2012,2.2,10.8,162,16830
1721,2017,2.2,13.5,154,22547
1722,2014,1.2,15.8,102,16298
1723,2018,1.6,20.9,88,21354
1724,2015,2.0,12.9,157,21145
1725,2020,2.2,10.9,183,25934
1726,2012,2.0,12.1,149,17558
1727,2013,1.6,14.0,117,15642
1728,2021,2.3,16.7,185,27931
1729,2019,2.3,16.2,150,24171
1730,2017,2.1,12.1,168,25424
1731,2019,1.8,19.7,134,18173
1732,2023,2.1,10.6,158,26859
1733,2023,2.1,11.8,159,28778
1734,2019,1.1,19.6,85,17882
1735,2022,1.2,17.9,79,20226
1736,2016,1.3,14.7,79,14161
1737,2018,1.4,11.8,99,19131
1738,2013,1.3,16.4,73,11356
1739,2020,1.7,12.1,103,20942
1740,2013,1.2,22.9,66,9331
1741,2013,2.2,18.6,171,19705
1742,2019,2.1,18.6,146,22856
1743,2020,2.0,20.8,143,24702
1744,2022,1.8,12.4,138,24365
1745,2021,1.3,15.1,78,19987
1746,2015,2.1,16.0,165,20612
1747,2019,1.3,12.9,110,17847
1748,2019,2.5,9.4,189,28346
1749,2018,1.4,12.8,94,19107
1750,2017,1.8,18.1,143,19649
1751,2019,2.4,11.9,157,23651
1752,2021,1.7,12.6,127,22646
1753,2015,1.3,12.6,77,12764
1754,2012,2.1,14.0,154,16698
1755,2021,1.1,16.4,83,19571
1756,2014,2.4,16.8,153,21393
1757,2018,1.3,19.9,111,19278
1758,2013,1.6,20.7,106,13450
1759,2015,2.1,18.4,187,20999
1760,2015,2.0,13.1,153,20990
1761,2012,1.5,16.7,82,12413
1762,2022,2.3,17.5,195,26452
1763,2014,1.6,11.5,100,15425
1764,2016,2.3,19.2,150,22663
1765,2023,2.2,13.4,140,25972
1766,2012,1.8,16.5,119,12895
1767,2015,2.0,13.4,128,20281
1768,2012,2.0,10.9,135,15640
1769,2019,2.1,10.5,141,24465
1770,2012,1.4,18.8,99,13179
1771,2012,1.6,11.8,125,14898
1772,2019,1.7,13.5,102,18951
1773,2023,1.1,13.5,81,19291
1774,2014,1.0,21.5,71,11205
1775,2019,2.5,18.9,167,23718
1776,2017,2.2,16.6,137,19077
1777,2019,2.3,15.0,153,24625
1778,2021,1.1,21.5,75,17165
1779,2021,1.1,19.5,81,20566
1780,2015,1.3,12.0,103,14184
1781,2016,1.3,13.5,90,17087
1782,2020,1.4,20.0,107,17750
1783,2017,1.7,12.7,116,19300
1784,2012,1.3,20.4,91,9968
1785,2020,1.1,17.1,79,15462
1786,2015,1.8,13.6,150,20473
1787,2020,2.0,13.5,134,19855
1788,2013,1.6,17.4,104,13693
1789,2019,1.9,16.3,153,22271
1790,2020,2.3,16.3,198,27396
1791,2013,2.0,19.2,105,15882
1792,2016,2.1,14.7,150,21065
1793,2023,1.3,11.6,90,21377
1794,2021,1.8,18.3,121,23812
1795,2023,1.2,12.9,77,21859
1796,2015,2.1,17.9,142,18653
1797,2020,1.8,15.3,114,21083
1798,2019,2.2,15.2,168,23715
1799,2022,1.6,19.9,101,23857
1800,2023,2.2,19.0,163,25826
1801,2018,2.1,16.4,139,20712
1802,2019,1.9,18.9,148,20049
1803,2022,1.9,9.9,123,25407
1804,2017,1.3,11.4,98,17381
1805,2014,1.4,14.2,97,16999
1806,2020,1.6,19.3,123,21657
1807,2019,2.0,18.8,128,23228
1808,2013,2.3,11.7,135,16432
1809,2022,1.7,14.6,134,23435
1810,2021,2.0,11.2,152,25267
1811,2021,2.5,14.1,159,27644
1812,2021,2.0,16.3,153,21902
1813,2013,2.1,11.4,186,22435
1814,2017,1.5,20.2,93,15410
1815,2018,2.4,13.1,187,26401
1816,2015,1.2,13.4,75,15166
1817,2012,1.6,15.5,139,15241
1818,2012,1.3,17.2,89,9990
1819,2013,1.5,20.7,131,12507
1820,2018,1.7,18.9,109,22331
1821,2019,2.0,9.7,162,27869
1822,2021,1.4,18.1,102,18996
1823,2022,1.6,15.5,92,21941
1824,2016,1.0,17.9,74,13648
1825,2021,1.3,18.0,74,18373
1826,2022,1.8,11.9,135,26152
1827,2018,1.0,21.4,45,10501
1828,2022,2.0,15.3,118,22984
1829,2021,1.9,15.2,168,26129
1830,2022,1.7,15.1,127,22941
1831,2022,2.1,11.4,137,23786
1832,2020,1.7,10.8,144,24325
1833,2020,1.3,14.8,96,19185
1834,2016,1.3,20.8,78,14930
1835,2020,1.5,20.6,95,18716
1836,2013,2.0,16.2,162,18509
1837,2018,1.5,13.8,136,19806
1838,2014,2.1,11.8,139,17605
1839,2012,1.7,16.9,97,12220
1840,2012,2.2,18.9,179,15562
1841,2014,1.3,14.1,102,13649
1842,2012,2.1,17.2,142,17924
1843,2023,2.4,11.4,205,32487
1844,2013,2.2,10.3,174,20980
1845,2020,1.2,12.4,76,16942
1846,2017,2.2,12.8,134,19776
1847,2023,1.3,13.5,70,21088
1848,2020,2.5,16.8,185,26869
1849,2023,2.5,17.0,209,31343
1850,2018,2.2,13.8,141,23289
1851,2015,1.1,15.3,70,11288
1852,2019,1.4,16.4,86,17685
1853,2019,1.5,12.4,112,16871
1854,2019,2.4,14.2,174,26263
1855,2016,2.1,10.5,129,18096
1856,2022,2.1,17.9,169,26084
1857,2021,2.4,15.8,157,26756
1858,2019,1.8,17.7,141,21668
1859,2022,1.2,19.7,88,20733
1860,2016,2.4,11.6,163,21759
1861,2021,1.6,18.6,133,22490
1862,2020,1.1,18.3,92,16520
1863,2020,1.4,21.3,110,21537
1864,2013,2.4,14.6,138,18872
1865,2022,2.1,10.8,133,26326
1866,2020,2.0,13.6,140,24055
1867,2019,1.9,16.9,140,21786
1868,2015,2.1,14.1,165,20947
1869,2021,1.6,18.6,101,22349
1870,2019,1.2,11.8,78,18161
1871,2015,1.1,13.7,76,14070
1872,2021,1.1,17.4,81,15998
1873,2020,2.2,17.2,186,25114
1874,2018,2.4,19.7,142,22317
1875,2016,1.3,18.3,93,14936
1876,2023,1.1,19.8,67,20068
1877,2012,2.2,10.3,153,17366
1878,2014,1.5,12.6,94,17111
1879,2012,1.9,19.5,124,15221
1880,2017,1.2,16.7,98,16282
1881,2013,2.4,15.7,158,18769
1882,2016,1.0,14.8,71,11205
1883,2013,1.8,15.1,111,14105
1884,2012,1.3,18.7,87,12021
1885,2019,2.0,17.4,159,23839
1886,2013,1.4,19.5,99,10265
1887,2014,2.0,13.8,128,17815
1888,2017,1.0,15.0,70,16369
1889,2018,2.5,14.6,154,24529
1890,2012,1.7,13.8,144,15520
1891,2017,1.2,14.8,102,21232
1892,2014,1.1,16.3,105,13015
1893,2018,2.1,19.4,171,23520
1894,2012,2.3,19.3,153,17066
1895,2020,1.9,13.7,114,21816
1896,2018,1.7,21.1,128,17400
1897,2022,1.2,12.4,101,23126
1898,2012,2.1,15.2,168,18689
1899,2018,1.4,15.0,89,15817
1900,2014,1.2,17.0,80,8409
1901,2022,2.3,17.7,181,29206
1902,2022,1.5,18.3,88,21407
1903,2022,1.8,19.4,117,25537
1904,2018,1.7,11.4,127,21415
1905,2014,2.3,19.4,168,20403
1906,2013,2.2,11.4,136,19734
1907,2012,2.1,15.7,134,14663
1908,2018,2.0,16.4,152,22666
1909,2021,1.9,17.8,167,27934
1910,2012,2.5,17.5,189,19472
1911,2014,1.3,12.3,103,12999
1912,2013,1.3,17.9,91,11876
1913,2021,2.3,15.9,179,27927
1914,2015,2.3,11.6,144,20541
1915,2015,2.3,14.6,194,24557
1916,2020,2.3,17.6,191,26659
1917,2019,1.7,20.3,113,19528
1918,2015,2.0,18.1,149,20428
1919,2013,1.5,20.4,127,14312
1920,2014,2.2,19.9,147,18092
1921,2021,2.2,11.1,168,27228
1922,2018,1.3,18.0,94,15665
1923,2019,1.0,16.7,82,17670
1924,2015,2.2,10.2,135,20084
1925,2017,1.3,12.2,78,14789
1926,2023,1.2,16.2,103,20764
1927,2021,2.2,13.2,158,29768
1928,2018,2.2,10.2,169,24627
1929,2013,2.3,14.0,149,17040
1930,2013,2.3,17.5,162,18666
1931,2014,2.3,18.9,171,20121
1932,2018,2.3,15.0,158,25643
1933,2013,2.2,11.0,179,21242
1934,2022,1.1,18.6,84,18455
1935,2023,1.6,11.6,110,23641
1936,2015,2.0,19.3,169,20455
1937,2016,1.5,12.3,116,16438
1938,2021,2.4,17.0,194,29950
1939,2016,1.1,20.4,80,14489
1940,2022,1.5,13.0,120,22189
1941,2015,1.3,15.9,98,14348
1942,2016,1.6,17.9,119,16929
1943,2016,1.8,18.2,152,20065
1944,2016,1.5,17.7,115,14228
1945,2017,1.5,13.4,118,19711
1946,2013,2.1,12.9,171,15505
1947,2018,2.0,15.2,120,20692
1948,2013,1.5,12.9,125,13363
1949,2023,2.3,10.5,171,28873
1950,2022,1.3,10.8,90,19652
1951,2017,2.3,11.3,149,23342
1952,2019,2.2,14.9,171,24589
1953,2012,2.2,16.0,183,17808
1954,2022,2.0,15.7,167,27376
1955,2023,1.1,17.8,97,20717
1956,2013,1.8,13.2,114,16250
1957,2017,2.2,12.8,149,21423
1958,2022,1.4,11.2,97,19804
1959,2017,2.2,18.9,152,19554
1960,2020,1.6,16.1,125,22879
1961,2015,1.8,20.4,115,16611
1962,2021,1.8,15.7,100,24423
1963,2013,2.3,19.0,144,18266
1964,2015,1.6,16.4,125,16543
1965,2018,1.5,21.2,100,17086
1966,2023,2.0,13.4,120,24240
1967,2013,2.4,14.4,169,22200
1968,2020,1.8,13.4,119,21326
1969,2022,1.8,11.6,135,25331
1970,2021,1.6,13.4,119,23150
1971,2018,2.4,14.9,203,27353
1972,2016,2.4,17.6,156,24415
1973,2019,1.8,15.8,144,24431
1974,2018,1.4,10.8,113,21073
1975,2014,1.5,16.9,106,15556
1976,2023,2.0,19.2,162,29178
1977,2019,1.7,12.7,137,21768
1978,2023,1.9,12.5,152,28112
1979,2018,1.6,17.0,127,20194
1980,2019,1.8,19.0,132,18734
1981,2014,1.1,14.7,99,12163
1982,2015,1.5,14.0,95,13266
1983,2015,1.7,20.6,119,19471
1984,2018,1.6,16.2,119,18707
1985,2022,1.8,13.9,157,28112
1986,2016,1.3,12.7,89,17211
1987,2016,1.3,19.0,93,16766
1988,2014,1.6,12.1,111,14791
1989,2013,2.1,11.6,129,17368
1990,2015,1.6,17.6,98,17178
1991,2016,1.9,14.9,143,20248
1992,2019,1.1,12.6,92,16644
1993,2013,1.9,14.0,152,18513
1994,2013,1.4,13.7,94,13583
1995,2021,1.8,12.7,128,22736
1996,2020,1.8,19.9,151,24133
1997,2015,1.4,15.7,108,15587
1998,2013,2.4,19.3,174,21166
1999,2023,1.4,20.8,96,25096
2000,2018,1.5,12.4,113,20914
2001,2016,2.3,16.6,159,22151
2002,2019,2.3,13.7,131,25788
2003,2016,2.0,17.9,165,19587
2004,2023,1.8,13.4,142,27286
2005,2018,1.7,19.7,148,19872
2006,2019,2.0,19.2,155,23648
2007,2012,2.1,15.8,151,17855
2008,2015,1.7,16.8,146,16435
2009,2012,1.3,20.0,88,13922
2010,2018,2.4,13.7,186,24107
2011,2012,1.5,17.6,96,12745
2012,2022,1.3,12.6,86,19258
2013,2021,2.0,15.1,147,24803
2014,2018,1.9,10.8,121,22005
2015,2015,1.2,11.1,89,14029
2016,2021,2.1,14.5,160,23702
2017,2023,1.3,15.0,93,21563
2018,2020,1.7,11.9,112,21391
2019,2015,1.2,17.8,80,9960
2020,2019,1.7,16.2,107,20041
2021,2020,1.2,12.2,97,23252
2022,2022,2.1,19.6,155,27439
2023,2021,1.2,12.2,78,16356
2024,2012,2.0,13.1,161,18983
2025,2012,2.5,17.5,199,19643
2026,2022,2.0,10.8,144,25331
2027,2016,2.1,12.8,186,20558
2028,2017,2.0,17.4,140,20163
2029,2014,1.2,18.9,76,10902
2030,2018,2.4,12.8,157,26587
2031,2019,1.2,13.9,66,17948
2032,2014,2.5,12.2,162,20144
2033,2020,2.3,10.1,179,24978
2034,2015,1.6,18.8,123,17912
2035,2022,2.3,13.3,149,26237
2036,2015,2.3,20.5,185,20907
2037,2014,1.6,21.6,99,16340
2038,2012,2.4,11.5,150,19951
2039,2012,1.5,13.5,102,13813
2040,2013,2.2,18.9,142,19466
2041,2015,1.9,13.0,124,16345
2042,2014,1.6,20.6,116,15407
2043,2019,1.7,21.3,108,19406
2044,2021,1.1,16.1,92,19129
2045,2019,1.5,15.1,129,20857
2046,2016,1.9,19.8,133,18677
2047,2012,2.3,14.7,130,15284
2048,2012,2.0,10.8,118,15508
2049,2014,1.0,17.4,66,9325
2050,2014,1.3,17.6,91,13304
2051,2012,1.3,19.0,91,11300
2052,2023,1.5,11.5,100,23190
2053,2016,2.3,16.4,148,21331
2054,2021,2.4,17.9,164,26975
2055,2021,1.8,16.4,148,25449
2056,2016,1.0,14.6,62,14694
2057,2016,1.1,20.5,87,14228
2058,2023,2.4,16.5,185,27561
2059,2012,2.2,17.7,132,19455
2060,2018,1.2,19.0,89,17358
2061,2021,2.1,17.3,131,25769
2062,2019,1.2,11.6,83,17439
2063,2013,2.2,16.3,159,19764
2064,2012,1.1,12.4,92,12987
2065,2022,1.1,17.2,85,16557
2066,2017,2.4,11.4,196,24944
2067,2012,1.3,14.2,97,11509
2068,2018,2.2,20.6,182,21444
2069,2018,2.2,15.2,164,23867
2070,2017,1.8,12.0,149,21787
2071,2020,1.1,20.0,74,19725
2072,2020,2.1,14.6,161,23619
2073,2016,1.6,14.9,139,16828
2074,2018,1.7,14.0,115,20173
2075,2020,1.1,20.1,70,17657
2076,2016,2.3,11.7,175,24501
2077,2014,2.5,11.7,191,22977
2078,2018,1.8,14.9,125,20401
2079,2023,2.0,18.2,139,24980
2080,2018,1.5,12.4,89,17339
2081,2012,2.3,12.7,191,19213
2082,2017,1.9,12.4,124,20471
2083,2019,2.3,14.1,151,26118
2084,2022,1.4,15.9,120,22927
2085,2018,1.4,11.6,84,19377
2086,2020,1.0,16.1,88,16666
2087,2013,2.1,16.3,138,16546
2088,2019,2.1,16.9,139,22854
2089,2018,2.1,13.3,147,25508
2090,2021,1.6,13.8,120,23636
2091,2014,1.7,19.9,123,15639
2092,2020,1.2,13.4,79,19254
2093,2023,1.1,17.0,86,20123
2094,2012,2.4,17.9,197,19625
2095,2014,1.1,14.1,83,11915
2096,2019,1.5,16.9,103,17758
2097,2015,1.8,21.3,108,14075
2098,2012,1.8,20.2,111,12435
2099,2021,1.5,19.5,127,22167
2100,2020,2.2,17.1,145,21906
2101,2019,1.2,18.5,88,18304
2102,2019,1.6,16.6,97,19414
2103,2020,1.1,13.5,90,16937
2104,2021,2.1,12.0,150,25511
2105,2019,1.6,15.1,93,21326
2106,2013,2.1,13.9,191,18207
2107,2019,2.0,14.6,152,23263
2108,2015,1.9,20.0,145,21534
2109,2018,1.2,13.1,75,17101
2110,2016,1.8,14.4,110,17724
2111,2019,1.5,19.9,96,16967
2112,2013,1.4,17.1,97,12509
2113,2019,1.5,14.6,100,19570
2114,2014,1.9,18.0,158,16520
2115,2012,1.4,11.7,86,12753
2116,2020,1.5,19.2,109,18213
2117,2023,1.6,11.8,125,25172
2118,2017,1.2,20.6,99,16417
2119,2017,1.1,12.2,82,16015
2120,2022,1.5,19.9,118,20927
2121,2018,1.4,17.0,105,15729
2122,2015,1.2,14.6,71,14292
2123,2023,1.9,18.7,119,22733
2124,2023,1.2,15.8,87,19953
2125,2019,1.1,14.7,72,17471
2126,2012,1.7,12.0,113,13112
2127,2014,1.8,15.1,133,18327
2128,2019,1.6,21.6,104,16813
2129,2015,1.3,20.5,77,14396
2130,2020,1.9,10.4,134,23431
2131,2015,2.2,19.0,178,21142
2132,2018,2.5,12.1,152,24507
2133,2012,1.6,13.4,88,12693
2134,2016,1.9,12.5,128,19922
2135,2017,2.4,11.6,195,24425
2136,2013,1.4,14.6,120,18902
2137,2022,1.9,11.7,110,25325
2138,2019,1.7,13.0,136,20352
2139,2016,1.4,15.2,120,18158
2140,2014,1.1,20.6,72,14354
2141,2020,2.1,20.1,169,24518
2142,2022,1.8,10.7,112,21640
2143,2017,1.3,12.6,111,19539
2144,2013,2.0,11.7,150,17007
2145,2013,1.3,16.8,118,15540
2146,2017,1.5,12.2,87,17523
2147,2016,1.5,19.0,126,20676
2148,2012,1.1,12.6,89,10627
2149,2012,2.3,15.4,207,20430
2150,2023,1.1,17.5,74,20177
2151,2022,2.0,12.1,138,25671
2152,2017,2.0,14.1,158,23161
2153,2022,1.5,12.5,102,26009
2154,2019,1.9,17.9,127,21169
2155,2021,1.1,15.0,59,15883
2156,2023,2.2,19.6,124,24352
2157,2019,2.3,17.9,158,20358
2158,2018,1.2,20.5,77,14068
2159,2014,2.4,16.7,174,22248
2160,2020,1.2,20.6,75,18006
2161,2022,1.5,16.4,86,23563
2162,2021,1.6,15.8,141,23538
2163,2019,1.8,18.7,114,22985
2164,2015,2.5,11.3,170,22679
2165,2017,1.4,21.1,79,17163
2166,2022,1.1,22.1,84,19417
2167,2012,2.1,18.5,139,15290
2168,2017,1.8,16.5,121,18121
2169,2020,1.9,11.6,143,24050
2170,2015,1.8,18.4,147,21267
2171,2020,1.8,11.3,107,20494
2172,2017,1.4,18.9,97,16974
2173,2014,1.8,15.9,127,13805
2174,2012,2.3,15.3,147,15347
2175,2012,1.4,20.1,82,11433
2176,2018,1.6,16.5,116,20796
2177,2020,2.4,15.2,157,26043
2178,2019,2.4,17.8,194,28045
2179,2017,2.5,17.6,180,23524
2180,2012,1.1,17.9,78,11889
2181,2013,1.6,17.8,93,15634
2182,2018,2.4,12.3,143,21658
2183,2016,1.1,15.0,75,13993
2184,2017,1.3,19.3,78,16346
2185,2023,1.2,19.2,95,19452
2186,2022,2.1,18.0,162,23280
2187,2013,2.1,16.9,135,18788
2188,2023,1.8,10.5,152,28281
2189,2017,2.2,17.5,176,22799
2190,2022,1.4,12.7,103,22774
2191,2021,2.4,17.5,154,26114
2192,2013,1.2,13.9,87,12604
2193,2015,1.1,17.5,77,12434
2194,2017,2.4,18.1,151,20463
2195,2015,1.0,17.1,74,10441
2196,2012,2.4,16.9,157,19518
2197,2012,1.8,20.0,149,11670
2198,2017,1.8,12.9,138,23638
2199,2023,1.6,17.6,125,25077
2200,2017,2.1,13.5,162,21582
2201,2021,2.3,13.4,146,25478
2202,2018,1.0,12.3,88,17603
2203,2014,1.2,15.7,81,13916
2204,2023,1.6,18.9,119,25319
2205,2014,1.6,11.2,127,13809
2206,2022,2.4,19.6,165,25766
2207,2020,1.1,14.6,71,16979
2208,2022,2.2,10.9,162,29026
2209,2022,1.5,15.7,114,22696
2210,2017,2.4,11.3,195,24460
2211,2022,1.4,17.2,98,22979
2212,2021,1.6,18.2,126,19901
2213,2018,1.6,20.4,106,19004
2214,2021,1.1,12.6,61,16555
2215,2020,2.0,14.6,163,24787
2216,2013,1.0,19.9,77,10510
2217,2013,1.8,19.5,127,14877
2218,2013,1.5,12.0,119,15339
2219,2018,2.0,11.9,169,21572
2220,2015,2.0,17.8,129,20340
2221,2021,1.1,15.6,62,18722
2222,2018,2.5,15.2,152,20973
2223,2020,1.9,16.1,116,23726
2224,2020,1.9,14.9,162,25738
2225,2017,1.2,16.6,88,14708
2226,2021,1.1,17.5,66,17078
2227,2020,2.4,15.6,172,25928
2228,2016,1.4,20.8,118,20525
2229,2016,2.3,12.2,166,20799
2230,2013,1.9,18.3,162,14980
2231,2012,2.1,15.4,178,19079
2232,2015,1.9,19.0,114,15976
2233,2022,2.3,15.2,191,28309
2234,2014,2.2,18.1,164,19364
2235,2012,1.4,12.0,104,15398
2236,2023,1.9,13.0,143,27382
2237,2013,2.4,12.4,200,21035
2238,2017,1.5,17.5,84,18540
2239,2023,2.2,12.8,156,29515
2240,2016,1.3,13.4,106,18384
2241,2018,2.4,15.2,190,24691
2242,2017,1.4,18.2,101,16705
2243,2019,1.6,13.4,140,23692
2244,2013,1.8,19.0,119,15578
2245,2015,2.1,14.3,134,21470
2246,2021,1.7,17.5,115,19771
2247,2014,2.3,14.7,163,20725
2248,2018,1.2,12.2,70,17662
2249,2022,1.1,19.7,108,18812
2250,2019,1.1,18.6,80,17669
2251,2020,2.0,19.2,146,22163
2252,2023,1.3,16.7,80,19903
2253,2021,1.2,17.5,85,19781
2254,2020,1.9,13.2,124,21546
2255,2016,2.3,17.5,191,23995
2256,2012,1.6,11.3,140,15647
2257,2013,1.6,14.3,134,15458
